snapshot	board_exact	non_empty_accuracy	macro_f1	move_recall	false_change_rate	status	description
autoresearch/snapshots/20260416T215143Z_segmental_sparse_events_boardcands1_m10_secondarysep2_detect15_v22.py	0.169231	0.869257	0.845637	0.484375	0.033635	discard	Segmental decoder with one board-evidence candidate, limited nearby secondary proposals, and a slightly higher detect threshold to test whether the strongest temporal-ambiguity branch benefits from stricter event evidence.
autoresearch/snapshots/20260416T215233Z_segmental_sparse_events_boardcands1_m10_secondarysep2_ratio70_v23.py	0.113609	0.863056	0.831964	0.500000	0.040103	discard	Segmental decoder with one board-evidence candidate, limited nearby secondary proposals, and a looser secondary peak ratio to test whether slightly more close alternate event frames help temporal ambiguity.
autoresearch/snapshots/20260416T215329Z_segmental_sparse_events_boardcands1_m11_secondarysep2_v24.py	0.166864	0.869154	0.845479	0.484375	0.033635	discard	Segmental decoder with one board-evidence candidate, limited nearby secondary proposals, and a slightly stronger move margin to test whether the v17 recall gain can be kept with fewer over-commits.
autoresearch/snapshots/20260416T215452Z_segmental_sparse_events_boardcands1_m10_secondarysep2_sep5_v25.py	0.169231	0.870498	0.846340	0.453125	0.033635	discard	Segmental decoder with one board-evidence candidate, limited nearby secondary proposals, and wider primary event spacing to test whether the strongest temporal-ambiguity branch can cut spurious commits.
autoresearch/snapshots/20260416T215742Z_segmental_sparse_events_boardcands1_m10_secondarysep2_top8_v26.py	0.149112	0.868431	0.839651	0.500000	0.034929	discard	Segmental decoder with one board-evidence candidate, limited nearby secondary proposals, and fewer move candidates to test whether the strongest temporal-ambiguity branch over-commits due to move-search breadth.
autoresearch/snapshots/20260416T220240Z_hybrid_lookahead_segmental_scoregain_v1.py	0.230769	0.880368	0.850352	0.468750	0.020699	keep	Hybrid decoder keeps the baseline lookahead path unless a conservative board-only segmental pass earns a large sequence log-probability gain per extra committed move, targeting long temporal desync clips without inheriting segmental over-commits everywhere.
autoresearch/snapshots/20260416T220358Z_hybrid_lookahead_segmental_scoregain_total150_v2.py	0.230769	0.880368	0.850352	0.468750	0.020699	keep	Hybrid decoder keeps the baseline lookahead path unless a conservative board-only segmental pass earns a slightly lower total sequence log-probability gain while keeping the per-added-move gate strict, targeting shorter temporal desync recoveries without reopening broad over-commits.
autoresearch/snapshots/20260416T220441Z_hybrid_lookahead_segmental_scoregain_permove150_v3.py	0.230769	0.880368	0.850352	0.468750	0.020699	keep	Hybrid decoder keeps the baseline lookahead path unless a conservative board-only segmental pass clears the lower total-gain gate and a slightly lower per-added-move gate, targeting shorter temporal desync recoveries that were previously blocked by the stricter move-normalized threshold.
autoresearch/snapshots/20260416T220735Z_hybrid_lookahead_segmental_scoregain_permove150_v3.py	0.230769	0.880368	0.850352	0.468750	0.020699	keep	Hybrid decoder keeps the baseline lookahead path unless a conservative board-only segmental pass clears the lower total-gain gate and a slightly lower per-added-move gate, targeting shorter temporal desync recoveries that were previously blocked by the stricter move-normalized threshold.
autoresearch/snapshots/20260416T225626Z_hybrid_lookahead_segmental_state1_v4.py	0.230769	0.880368	0.850346	0.468750	0.021992	keep	Hybrid decoder keeps the baseline lookahead path unless a conservative board-only segmental pass wins the current score-gain gates, while adding one state-aware proposal refinement pass to test whether missed transition events can be recovered without broadening the default search.
autoresearch/snapshots/20260416T232517Z_hybrid_lookahead_segmental_drop1_v5.py	0.230769	0.866363	0.845882	0.437500	0.020699	keep	Hybrid decoder keeps the baseline lookahead path unless a conservative board-only segmental pass wins the current score-gain gates, while dropping one worst board frame per segment to test whether transition-frame noise can be reduced without giving up the existing hybrid gains.
autoresearch/snapshots/20260416T232625Z_hybrid_lookahead_segmental_drop1_boardcands2_v6.py	0.237870	0.818149	0.813964	0.453125	0.024580	keep	Hybrid decoder keeps the baseline lookahead path unless a conservative board-only segmental pass wins the current score-gain gates, while widening the dropped-frame fallback to two board candidates to test whether a broader board-backed repair can recover temporal ambiguity clips without disturbing the cheap hybrid guardrails.
autoresearch/snapshots/20260416T232721Z_hybrid_lookahead_segmental_drop1_boardcands2_permove200_v7.py	0.237870	0.818149	0.813964	0.453125	0.024580	discard	Hybrid decoder keeps the baseline lookahead path unless a conservative board-only segmental pass from the dropped-frame two-board-candidate fallback clears a stricter per-added-move gain gate, testing whether the v6 board_exact gain can be kept while pruning lower-quality temporal repairs.
autoresearch/snapshots/20260416T232812Z_hybrid_lookahead_segmental_drop1_boardcands2_total200_v8.py	0.237870	0.818149	0.813964	0.453125	0.024580	discard	Hybrid decoder keeps the baseline lookahead path unless a conservative board-only segmental pass from the dropped-frame two-board-candidate fallback clears a stricter total score-gain gate, testing whether the v6 board_exact gain can be kept while pruning shorter lower-value temporal repairs.
autoresearch/snapshots/20260416T232907Z_hybrid_lookahead_segmental_drop1_boardcands2_m11_v9.py	0.237870	0.815720	0.813532	0.437500	0.023286	discard	Hybrid decoder keeps the baseline lookahead path unless a conservative board-only segmental pass wins the current score-gain gates, while making the dropped-frame two-board-candidate fallback slightly more conservative on move commits to test whether the v6 board_exact gain can be kept with less collateral board churn.
autoresearch/snapshots/20260416T232955Z_hybrid_lookahead_segmental_drop1_boardcands2_m10p5_v10.py	0.237870	0.815720	0.813532	0.437500	0.023286	discard	Hybrid decoder keeps the baseline lookahead path unless a conservative board-only segmental pass wins the current score-gain gates, while making the dropped-frame two-board-candidate fallback only slightly more conservative on move commits to test whether the v6 board_exact gain can keep more recall while trimming some collateral board churn.
autoresearch/snapshots/20260416T233043Z_hybrid_lookahead_segmental_drop1_boardcands3_v11.py	0.237870	0.818149	0.813964	0.453125	0.024580	discard	Hybrid decoder keeps the baseline lookahead path unless a conservative board-only segmental pass wins the current score-gain gates, while widening the dropped-frame fallback to three board candidates to test whether the v6 board-backed temporal repair still has headroom before the extra search starts hurting the guarded hybrid path.
autoresearch/snapshots/20260416T233141Z_hybrid_lookahead_segmental_drop1_boardcands2_ratio95_v12.py	0.237870	0.844814	0.840366	0.468750	0.020699	discard	Hybrid decoder keeps the baseline lookahead path unless a conservative board-only segmental pass wins the current score-gain gates, while making the dropped-frame two-board-candidate fallback stricter about nearby secondary proposals to test whether the v6 board_exact gain can be kept with fewer low-value temporal repairs.
autoresearch/snapshots/20260416T233244Z_hybrid_lookahead_segmental_drop1_boardcands2_ratio100_v13.py	0.237870	0.844814	0.840366	0.468750	0.020699	discard	Hybrid decoder keeps the baseline lookahead path unless a conservative board-only segmental pass wins the current score-gain gates, while requiring nearby secondary proposals in the dropped-frame two-board-candidate fallback to be at least as strong as the kept peak to test whether the v12 gain continues when close alternate events are pruned even harder.
autoresearch/snapshots/20260416T233339Z_hybrid_lookahead_segmental_drop1_boardcands2_secondarysep3_v14.py	0.237870	0.844814	0.840366	0.468750	0.021992	discard	Hybrid decoder keeps the baseline lookahead path unless a conservative board-only segmental pass wins the current score-gain gates, while requiring dropped-frame two-board-candidate fallback secondary proposals to be at least three frames apart to test whether the v12/v13 quality gain came from suppressing the closest alternate event frames.
autoresearch/snapshots/20260416T233521Z_hybrid_lookahead_segmental_drop1_boardcands2_nosecondary_v15.py	0.237870	0.844814	0.840366	0.468750	0.021992	discard	Hybrid decoder keeps the baseline lookahead path unless a conservative board-only segmental pass wins the current score-gain gates, while disabling nearby secondary event proposals in the dropped-frame two-board-candidate fallback to test whether the v12/v13 quality gain persists when close alternate move-timing hypotheses are removed entirely.
autoresearch/snapshots/20260416T233645Z_hybrid_lookahead_segmental_boardcands2_ratio95_nodrop_v16.py	0.237870	0.809312	0.824707	0.468750	0.023286	discard	Hybrid decoder keeps the baseline lookahead path unless a conservative board-only segmental pass wins the current score-gain gates, while keeping the stronger two-board fallback and stricter nearby-secondary gating but removing worst-frame dropping to test whether the v6 board_exact gain can keep the v12 quality gains without discarding useful transition evidence.
autoresearch/snapshots/20260416T233803Z_hybrid_lookahead_segmental_drop1_boardcands2_ratio90_v17.py	0.237870	0.819596	0.817010	0.468750	0.023286	discard	Hybrid decoder keeps the baseline lookahead path unless a conservative board-only segmental pass wins the current score-gain gates, while using a moderately stricter nearby-secondary gate in the dropped-frame two-board-candidate fallback to test whether the v12 quality gain still holds at the lightest active pruning threshold.
autoresearch/snapshots/20260416T233916Z_hybrid_lookahead_segmental_drop1_boardcands2_ratio95_props16_v18.py	0.252071	0.884140	0.856280	0.484375	0.019405	keep	Hybrid decoder keeps the baseline lookahead path unless a conservative board-only segmental pass wins the current score-gain gates, while using the stronger nearby-secondary pruning from v12 and a smaller proposal budget to test whether the board_exact gain can be kept with fewer low-value temporal repair hypotheses.
autoresearch/snapshots/20260416T234006Z_hybrid_lookahead_segmental_drop1_boardcands2_ratio95_props12_v19.py	0.217751	0.857837	0.827389	0.453125	0.015524	discard	Hybrid decoder keeps the baseline lookahead path unless a conservative board-only segmental pass wins the current score-gain gates, while keeping the stronger nearby-secondary pruning from v18 and shrinking the proposal budget again to test whether the board_exact gain still improves when low-value temporal repair hypotheses are pruned harder.
autoresearch/snapshots/20260416T234051Z_hybrid_lookahead_segmental_drop1_boardcands2_ratio95_props14_v20.py	0.252071	0.847501	0.813385	0.453125	0.016818	keep	Hybrid decoder keeps the baseline lookahead path unless a conservative board-only segmental pass wins the current score-gain gates, while keeping the stronger nearby-secondary pruning from v18 and using a midpoint proposal budget to test whether the v18 gain survives with slightly less search than 16 proposals but without the v19 collapse at 12.
autoresearch/snapshots/20260416T234204Z_hybrid_lookahead_segmental_drop1_boardcands2_ratio95_props20_v21.py	0.237870	0.866674	0.846155	0.453125	0.019405	discard	Hybrid decoder keeps the baseline lookahead path unless a conservative board-only segmental pass wins the current score-gain gates, while keeping the stronger nearby-secondary pruning from v18 and relaxing the proposal budget slightly to test whether useful distant temporal repair hypotheses were lost at 16 proposals.
autoresearch/snapshots/20260416T234529Z_hybrid_lookahead_segmental_drop1_boardcands2_ratio90_props16_v22.py	0.252071	0.884140	0.856280	0.484375	0.019405	keep	Hybrid decoder keeps the baseline lookahead path unless a conservative board-only segmental pass wins the current score-gain gates, while restoring the stronger 16-proposal budget from v18 and slightly relaxing the nearby-secondary gate to test whether some useful close alternate event timings were pruned away at ratio95.
autoresearch/snapshots/20260416T234624Z_hybrid_lookahead_segmental_drop1_boardcands2_ratio90_props16_secondarysep1_v23.py	0.250888	0.884089	0.856255	0.484375	0.020699	discard	Hybrid decoder keeps the baseline lookahead path unless a conservative board-only segmental pass wins the current score-gain gates, while keeping the current strong 16-proposal shape and allowing even closer nearby-secondary events to test whether one-frame transition timing ambiguity is still being pruned away before hybrid selection.
autoresearch/snapshots/20260416T234730Z_hybrid_lookahead_segmental_drop1_boardcands2_ratio90_props16_minsep3_v24.py	0.252071	0.884140	0.856280	0.484375	0.019405	keep	Hybrid decoder keeps the baseline lookahead path unless a conservative board-only segmental pass wins the current score-gain gates, while keeping the current strong 16-proposal shape and slightly relaxing primary event spacing to test whether temporal repair needs denser move-timing hypotheses than min_event_separation=4 without reopening the known-bad sep2 search.
autoresearch/snapshots/20260416T234833Z_hybrid_lookahead_segmental_drop1_boardcands2_ratio90_props16_minsep3_total125_v25.py	0.252071	0.884140	0.856280	0.484375	0.019405	keep	Hybrid decoder keeps the baseline lookahead path unless a conservative board-only segmental pass wins the current score-gain gates, while keeping the current strong 16-proposal shape and lowering only the total score-gain gate to test whether shorter temporal repair segments are being blocked despite still meeting the per-added-move quality bar.
autoresearch/snapshots/20260416T234923Z_hybrid_lookahead_segmental_drop1_boardcands2_ratio90_props16_minsep3_total125_permove125_v26.py	0.252071	0.884140	0.856280	0.484375	0.019405	keep	Hybrid decoder keeps the baseline lookahead path unless a conservative board-only segmental pass wins the current score-gain gates, while keeping the current strong 16-proposal shape and lowering the per-added-move gain gate to test whether useful temporal repairs are being blocked by move-normalized scoring even after the lower total-gain gate proved inactive.
autoresearch/snapshots/20260416T235017Z_hybrid_lookahead_segmental_drop1_boardcands2_ratio90_props16_minsep3_total125_permove125_m9p5_v27.py	0.252071	0.884140	0.856280	0.484375	0.019405	keep	Hybrid decoder keeps the baseline lookahead path unless a conservative board-only segmental pass wins the current score-gain gates, while keeping the current strong 16-proposal shape and slightly lowering the segmental move margin to test whether missed transition-frame repairs still need a bit more move sensitivity now that recent hybrid-gate tweaks were inactive.
autoresearch/snapshots/20260416T235109Z_hybrid_lookahead_segmental_drop1_boardcands2_ratio90_props16_minsep3_total125_permove125_m9p5_r2_v28.py	0.252071	0.884140	0.856280	0.484375	0.019405	keep	Hybrid decoder keeps the baseline lookahead path unless a conservative board-only segmental pass wins the current score-gain gates, while keeping the current strong 16-proposal shape and widening the segment event window to test whether transition-frame ambiguity needs a bit more local temporal context now that recent gate and margin tweaks were inactive.
autoresearch/snapshots/20260416T235220Z_hybrid_lookahead_segmental_drop1_boardcands2_ratio90_props18_minsep3_total125_permove125_m9p5_r2_v29.py	0.252071	0.883210	0.849190	0.468750	0.020699	keep	Hybrid decoder keeps the baseline lookahead path unless a conservative board-only segmental pass wins the current score-gain gates, while keeping the current strong shape and slightly raising the proposal budget to test whether the active proposal-budget lever has additional board_exact headroom between the strong 16-proposal result and the worse 20-proposal run.
autoresearch/snapshots/20260416T235347Z_hybrid_lookahead_segmental_drop1_boardcands2_ratio90_props17_minsep3_total125_permove125_m9p5_r2_v30.py	0.252071	0.898248	0.860342	0.484375	0.020699	keep	Hybrid decoder keeps the baseline lookahead path unless a conservative board-only segmental pass wins the current score-gain gates, while keeping the current strong shape and trimming the proposal budget by one from the weaker 18-proposal run to test whether the secondary-metric degradation starts immediately above the strong 16-proposal setting or only at higher search breadth.
autoresearch/snapshots/20260416T235440Z_hybrid_lookahead_segmental_drop1_boardcands2_ratio90_props17_minsep3_total125_permove125_m10_r2_v31.py	0.252071	0.884140	0.856280	0.484375	0.019405	keep	Hybrid decoder keeps the baseline lookahead path unless a conservative board-only segmental pass wins the current score-gain gates, while keeping the new strong 17-proposal shape and restoring a slightly more conservative move margin to test whether the v30 non-empty and macro gains can be kept while trimming its false-change regression.
autoresearch/snapshots/20260416T235531Z_hybrid_lookahead_segmental_drop1_boardcands2_ratio90_props17_minsep3_total125_permove125_m9p75_r2_v32.py	0.252071	0.898248	0.860342	0.484375	0.020699	keep	Hybrid decoder keeps the baseline lookahead path unless a conservative board-only segmental pass wins the current score-gain gates, while keeping the strong 17-proposal shape and splitting the move-margin difference between v30 and v31 to test whether some of v30's non-empty and macro gains can be kept without fully inheriting its false-change regression.
autoresearch/snapshots/20260416T235616Z_hybrid_lookahead_segmental_drop1_boardcands2_ratio90_props17_minsep3_total125_permove125_m9p875_r2_v33.py	0.252071	0.898248	0.860342	0.484375	0.020699	keep	Hybrid decoder keeps the baseline lookahead path unless a conservative board-only segmental pass wins the current score-gain gates, while keeping the strong 17-proposal shape and bisecting the active move-margin transition between v32 and v31 to test whether the better non-empty and macro profile survives just below the apparent threshold where false-change improves.
autoresearch/snapshots/20260416T235706Z_hybrid_lookahead_segmental_drop1_boardcands2_ratio90_props17_minsep3_total125_permove125_m9p9375_r2_v34.py	0.252071	0.884140	0.856280	0.484375	0.019405	keep	Hybrid decoder keeps the baseline lookahead path unless a conservative board-only segmental pass wins the current score-gain gates, while keeping the strong 17-proposal shape and continuing the move-margin bisection just below 10.0 to locate the smallest conservative shift that preserves the stronger non-empty and macro profile.
autoresearch/snapshots/20260416T235755Z_hybrid_lookahead_segmental_drop1_boardcands2_ratio90_props17_minsep3_total125_permove125_m9p90625_r2_v35.py	0.252071	0.884140	0.856280	0.484375	0.019405	keep	Hybrid decoder keeps the baseline lookahead path unless a conservative board-only segmental pass wins the current score-gain gates, while keeping the strong 17-proposal shape and bisecting the newly narrowed move-margin boundary to locate the smallest conservative shift that still preserves the stronger non-empty and macro profile.
autoresearch/snapshots/20260416T235848Z_hybrid_lookahead_segmental_drop1_boardcands2_ratio90_props17_minsep3_total125_permove125_m9p890625_r2_v36.py	0.252071	0.898248	0.860342	0.484375	0.020699	keep	Hybrid decoder keeps the baseline lookahead path unless a conservative board-only segmental pass wins the current score-gain gates, while keeping the strong 17-proposal shape and further bisecting the move-margin boundary to locate the smallest conservative shift between v33 and v35 that still preserves the stronger non-empty and macro profile.
autoresearch/snapshots/20260416T235933Z_hybrid_lookahead_segmental_drop1_boardcands2_ratio90_props17_minsep3_total125_permove125_m9p8984375_r2_v37.py	0.252071	0.884140	0.856280	0.484375	0.019405	keep	Hybrid decoder keeps the baseline lookahead path unless a conservative board-only segmental pass wins the current score-gain gates, while keeping the strong 17-proposal shape and continuing the move-margin bisection to locate the smallest conservative shift between v36 and v35 that still preserves the stronger non-empty and macro profile.
autoresearch/snapshots/20260417T000019Z_hybrid_lookahead_segmental_drop1_boardcands2_ratio90_props17_minsep3_total125_permove125_m9p89453125_r2_v38.py	0.252071	0.898248	0.860342	0.484375	0.020699	keep	Hybrid decoder keeps the baseline lookahead path unless a conservative board-only segmental pass wins the current score-gain gates, while keeping the strong 17-proposal shape and continuing the move-margin bisection to locate the smallest conservative shift between v36 and v37 that still preserves the stronger non-empty and macro profile.
autoresearch/snapshots/20260417T000141Z_hybrid_lookahead_segmental_drop1_boardcands2_ratio90_props17_minsep3_total125_permove125_m9p89453125_r2_v38.py	0.252071	0.898248	0.860342	0.484375	0.020699	keep	Hybrid decoder keeps the baseline lookahead path unless a conservative board-only segmental pass wins the current score-gain gates, while keeping the strong 17-proposal shape and continuing the move-margin bisection to locate the smallest conservative shift between v36 and v37 that still preserves the stronger non-empty and macro profile.
autoresearch/snapshots/20260417T000230Z_hybrid_lookahead_segmental_drop1_boardcands2_ratio90_props17_minsep3_total125_permove125_m9p896484375_r2_v39.py	0.252071	0.884140	0.856280	0.484375	0.019405	keep	Hybrid decoder keeps the baseline lookahead path unless a conservative board-only segmental pass wins the current score-gain gates, while keeping the strong 17-proposal shape and continuing the move-margin bisection to locate the smallest conservative shift between v38 and v37 that still preserves the stronger non-empty and macro profile.
autoresearch/snapshots/20260417T000549Z_hybrid_lookahead_segmental_drop1_boardcands2_ratio90_props17_minsep3_total125_permove125_m9p8955078125_r2_v40.py	0.252071	0.898248	0.860342	0.484375	0.020699	keep	Hybrid decoder keeps the baseline lookahead path unless a conservative board-only segmental pass wins the current score-gain gates, while keeping the strong 17-proposal shape and continuing the move-margin bisection to locate the smallest conservative shift between v38 and v39 that still preserves the stronger non-empty and macro profile.
autoresearch/snapshots/20260417T000632Z_hybrid_lookahead_segmental_drop1_boardcands2_ratio90_props17_minsep3_total125_permove125_m9p89599609375_r2_v41.py	0.252071	0.884140	0.856280	0.484375	0.019405	keep	Hybrid decoder keeps the baseline lookahead path unless a conservative board-only segmental pass wins the current score-gain gates, while keeping the strong 17-proposal shape and continuing the move-margin bisection to locate the smallest conservative shift between v40 and v39 that still preserves the stronger non-empty and macro profile.
autoresearch/snapshots/20260417T000713Z_hybrid_lookahead_segmental_drop1_boardcands2_ratio90_props17_minsep3_total125_permove125_m9p895751953125_r2_v42.py	0.252071	0.884140	0.856280	0.484375	0.019405	keep	Hybrid decoder keeps the baseline lookahead path unless a conservative board-only segmental pass wins the current score-gain gates, while keeping the strong 17-proposal shape and continuing the move-margin bisection to locate the smallest conservative shift between v40 and v41 that still preserves the stronger non-empty and macro profile.
