snapshot	board_exact	non_empty_accuracy	macro_f1	move_recall	false_change_rate	status	description
autoresearch/snapshots/20260419T004629Z_hybrid_lookahead_segmental_drop1_boardcands4_ratio95_props16_top1_detect10_minsep4_thresh3_total150_permove125_m9p8957061767578125_r0_beam8_v336.py	0.074556	0.764405	0.723227	0.312500	0.019405	keep	Hybrid decoder keeps the baseline lookahead path unless a conservative board-only segmental pass wins the current score-gain gates, while following up the new kept beam8 + props16 + minsep4 + r0 branch after top1 again matched top2 exactly, top3 opened a higher-cost secondary-metric tradeoff, minsep5 broke the gain, and boardcands1 through boardcands3 all preserved the improved board_exact and false-change surface, and widening only board-state breadth from that active top1 surface up to 4 to test whether the minsep4 improvement opened a full board-width plateau or whether the max-width edge still degrades.
autoresearch/snapshots/20260419T004756Z_hybrid_lookahead_segmental_drop1_boardcands4_ratio95_props15_top1_detect10_minsep4_thresh3_total150_permove125_m9p8957061767578125_r0_beam8_v337.py	0.074556	0.765025	0.722464	0.328125	0.020699	keep	Hybrid decoder keeps the baseline lookahead path unless a conservative board-only segmental pass wins the current score-gain gates, while following up the new kept beam8 + props16 + minsep4 + r0 branch after top1 again matched top2 exactly, boardcands1 through boardcands4 all preserved the improved board_exact and false-change surface, minsep5 broke the gain, and older beam8 props15 was worse before the minsep4 shift, and lowering only max event proposals from 16 to 15 on the active top1 + boardcands4 surface to test whether the minsep4 improvement still needs the full proposal budget or now survives on a cheaper tighter-search regime.
autoresearch/snapshots/20260419T004908Z_hybrid_lookahead_segmental_drop1_boardcands4_ratio95_props17_top1_detect10_minsep4_thresh3_total150_permove125_m9p8957061767578125_r0_beam8_v338.py	0.074556	0.721978	0.681719	0.343750	0.025873	keep	Hybrid decoder keeps the baseline lookahead path unless a conservative board-only segmental pass wins the current score-gain gates, while following up the new kept beam8 + props16 + minsep4 + r0 branch after top1 again matched top2 exactly, boardcands1 through boardcands4 all preserved the improved board_exact and false-change surface, minsep5 broke the gain, props15 on the active top1 + boardcands4 surface also stayed on the improved branch but gave back some secondary metrics, and raising only max event proposals from 15 to 17 there to test whether the minsep4 improvement still benefits from a slightly broader proposal budget or whether props16 already sits on the useful side of a new proposal-count cliff.
autoresearch/snapshots/20260419T005130Z_hybrid_lookahead_segmental_drop1_boardcands4_ratio95_props16_top2_detect10_minsep4_thresh3_total150_permove125_m9p8957061767578125_r0_beam8_v339.py	0.074556	0.764405	0.723227	0.312500	0.019405	keep	Hybrid decoder keeps the baseline lookahead path unless a conservative board-only segmental pass wins the current score-gain gates, while following up the new kept beam8 + props16 + minsep4 + r0 branch after boardcands1 through boardcands4 all preserved the improved board_exact and false-change surface, top1 again matched top2 on the simpler boardcands2 surface, minsep5 broke the gain, props15 and props17 both stayed on-branch but gave back some secondary metrics, and restoring the active props16 budget while widening only top-move breadth from 1 to 2 on the boardcands4 surface to test whether the top1/top2 equivalence still holds once the broader-board plateau is active.
autoresearch/snapshots/20260419T005321Z_hybrid_lookahead_segmental_drop1_boardcands4_ratio95_props16_top3_detect10_minsep4_thresh3_total150_permove125_m9p8957061767578125_r0_beam8_v340.py	0.074556	0.764405	0.723227	0.312500	0.019405	keep	Hybrid decoder keeps the baseline lookahead path unless a conservative board-only segmental pass wins the current score-gain gates, while following up the new kept beam8 + props16 + minsep4 + r0 branch after boardcands1 through boardcands4 all preserved the improved board_exact and false-change surface, top1 again matched top2 on both the simpler boardcands2 surface and the broader-board boardcands4 surface, minsep5 broke the gain, props15 and props17 both stayed on-branch but gave back some secondary metrics, and widening only top-move breadth from 2 to 3 on the active boardcands4 surface to test whether the minsep4 branch still has the old beam8 top1/top2-versus-top3 cliff once the full board-width plateau is active.
autoresearch/snapshots/20260419T005440Z_hybrid_lookahead_segmental_drop1_boardcands4_ratio95_props16_top4_detect10_minsep4_thresh3_total150_permove125_m9p8957061767578125_r0_beam8_v341.py	0.074556	0.764405	0.723227	0.312500	0.019405	keep	Hybrid decoder keeps the baseline lookahead path unless a conservative board-only segmental pass wins the current score-gain gates, while following up the new kept beam8 + props16 + minsep4 + r0 branch after boardcands1 through boardcands4 all preserved the improved board_exact and false-change surface, top1 again matched top2 on both the simpler boardcands2 surface and the broader-board boardcands4 surface, minsep5 broke the gain, props15 and props17 both stayed on-branch but gave back some secondary metrics, and top3 on boardcands4 preserved board_exact while shifting secondary metrics, and widening only top-move breadth from 3 to 4 on that active boardcands4 surface to test whether the minsep4 branch has a real top3-plus plateau or whether the top3 shift was still a narrow boundary effect.
autoresearch/snapshots/20260419T005614Z_hybrid_lookahead_segmental_drop1_boardcands4_ratio95_props16_top4_detect10_minsep4_thresh3_total150_permove125_m9p8957061767578125_r0_beam7_v342.py	0.074556	0.764405	0.723227	0.312500	0.019405	keep	Hybrid decoder keeps the baseline lookahead path unless a conservative board-only segmental pass wins the current score-gain gates, while following up the new beam8 + props16 + minsep4 + r0 plateau after boardcands1 through boardcands4 all preserved the improved board_exact and false-change surface, top1 through top4 now also preserved that surface on beam8, props15 and props17 both stayed on-branch but gave back some secondary metrics, minsep5 broke the gain, and lowering only beam_size from 8 to 7 on the active boardcands4 + top4 surface to test whether the minsep4 improvement is truly beam8-specific or already extends one step down the beam ladder.
autoresearch/snapshots/20260419T005714Z_hybrid_lookahead_segmental_drop1_boardcands4_ratio95_props16_top4_detect10_minsep4_thresh3_total150_permove125_m9p8957061767578125_r0_beam6_v343.py	0.074556	0.764405	0.723227	0.312500	0.019405	keep	Hybrid decoder keeps the baseline lookahead path unless a conservative board-only segmental pass wins the current score-gain gates, while following up the new beam8 + props16 + minsep4 + r0 plateau after boardcands1 through boardcands4 all preserved the improved board_exact and false-change surface, top1 through top4 now also preserved that surface on beam8, props15 and props17 both stayed on-branch but gave back some secondary metrics, minsep5 broke the gain, beam7 matched the active surface exactly, and lowering only beam_size from 7 to 6 on the active boardcands4 + top4 surface to test whether the minsep4 improvement continues farther down the beam ladder or finally localizes below beam7.
autoresearch/snapshots/20260419T005809Z_hybrid_lookahead_segmental_drop1_boardcands4_ratio95_props16_top4_detect10_minsep4_thresh3_total150_permove125_m9p8957061767578125_r0_beam5_v344.py	0.074556	0.764405	0.723227	0.312500	0.019405	keep	Hybrid decoder keeps the baseline lookahead path unless a conservative board-only segmental pass wins the current score-gain gates, while following up the new beam8 + props16 + minsep4 + r0 plateau after boardcands1 through boardcands4 all preserved the improved board_exact and false-change surface, top1 through top4 now also preserved that surface on beam8, props15 and props17 both stayed on-branch but gave back some secondary metrics, minsep5 broke the gain, and beam7 plus beam6 both matched the active surface exactly, and lowering only beam_size from 6 to 5 on the active boardcands4 + top4 surface to test whether the minsep4 improvement continues farther down the beam ladder or finally localizes at the older beam5 boundary.
autoresearch/snapshots/20260419T005907Z_hybrid_lookahead_segmental_drop1_boardcands4_ratio95_props16_top4_detect10_minsep4_thresh3_total150_permove125_m9p8957061767578125_r0_beam4_v345.py	0.074556	0.764405	0.723227	0.312500	0.019405	keep	Hybrid decoder keeps the baseline lookahead path unless a conservative board-only segmental pass wins the current score-gain gates, while following up the new beam8 + props16 + minsep4 + r0 plateau after boardcands1 through boardcands4 all preserved the improved board_exact and false-change surface, top1 through top4 now also preserved that surface on beam8, props15 and props17 both stayed on-branch but gave back some secondary metrics, minsep5 broke the gain, and beam7 plus beam6 plus beam5 all matched the active surface exactly, and lowering only beam_size from 5 to 4 on the active boardcands4 + top4 surface to test whether the minsep4 improvement continues farther down the beam ladder or finally localizes at beam4.
autoresearch/snapshots/20260419T010444Z_hybrid_lookahead_segmental_drop1_boardcands4_ratio95_props16_top4_detect10_minsep4_thresh3_total150_permove125_m9p8957061767578125_r0_beam3_v346.py	0.074556	0.764405	0.723459	0.296875	0.020699	keep	Hybrid decoder keeps the baseline lookahead path unless a conservative board-only segmental pass wins the current score-gain gates, while following up the new beam8 + props16 + minsep4 + r0 plateau after boardcands1 through boardcands4 all preserved the improved board_exact and false-change surface, top1 through top4 now also preserved that surface on beam8, props15 and props17 both stayed on-branch but gave back some secondary metrics, minsep5 broke the gain, and beam7 plus beam6 plus beam5 plus beam4 all matched the active surface exactly, and lowering only beam_size from 4 to 3 on the active boardcands4 + top4 surface to test whether the minsep4 improvement continues one more step down the beam ladder or finally localizes at beam3.
autoresearch/snapshots/20260419T010445Z_hybrid_lookahead_segmental_drop1_boardcands4_ratio95_props16_top4_detect10_minsep4_thresh3_total150_permove125_m9p8957061767578125_r0_beam3_v346.py	0.074556	0.764405	0.723459	0.296875	0.020699	keep	Hybrid decoder keeps the baseline lookahead path unless a conservative board-only segmental pass wins the current score-gain gates, while following up the new beam8 + props16 + minsep4 + r0 plateau after boardcands1 through boardcands4 all preserved the improved board_exact and false-change surface, top1 through top4 now also preserved that surface on beam8, props15 and props17 both stayed on-branch but gave back some secondary metrics, minsep5 broke the gain, and beam7 plus beam6 plus beam5 plus beam4 all matched the active surface exactly, and lowering only beam_size from 4 to 3 on the active boardcands4 + top4 surface to test whether the minsep4 improvement continues one more step down the beam ladder or finally localizes at beam3.
autoresearch/snapshots/20260419T010553Z_hybrid_lookahead_segmental_drop1_boardcands4_ratio95_props16_top4_detect10_minsep4_thresh3_total150_permove93p75_m9p8957061767578125_r0_beam4_v347.py	0.056805	0.751124	0.707456	0.359375	0.028461	discard	Hybrid decoder keeps the baseline lookahead path unless a conservative board-only segmental pass wins the current score-gain gates, while following up the new minsep4 + boardcands4 + top4 plateau after beam8 through beam4 all preserved the improved board_exact surface and beam3 finally worsened false-change plus recall, and lowering only the per-added-move score-gain gate from 125.0 to 93.75 on the active beam4 branch to test whether the older safe-lower-threshold window still opens more useful move acceptance on the corrected minsep4 cache without collapsing the current precision gains.
autoresearch/snapshots/20260419T010707Z_hybrid_lookahead_segmental_drop2_boardcands4_ratio95_props16_top4_detect10_minsep4_thresh3_total150_permove125_m9p8957061767578125_r0_beam4_v348.py	0.067456	0.758824	0.716237	0.328125	0.023286	discard	Hybrid decoder keeps the baseline lookahead path unless a conservative board-only segmental pass wins the current score-gain gates, while following up the new beam4 minsep4 plateau after beam8 through beam4 all preserved the improved board_exact surface, lowering the per-added-move gate reopened the older false-change-heavy regime, and the remaining failures still look driven by a few noisy segment frames, and raising only segment_board_drop_worst_frames from 1 to 2 on the active boardcands4 + top4 branch to test whether discarding one extra worst frame per segment recovers board exactness on the corrected cache without reopening the broader false-change tradeoff.
autoresearch/snapshots/20260419T010804Z_hybrid_lookahead_segmental_drop1_boardcands4_ratio95_props16_top4_detect10_minsep4_thresh3_total150_permove125_m9p8957061767578125_r0_beam2_v348.py	0.074556	0.760426	0.705743	0.296875	0.020699	keep	Hybrid decoder keeps the baseline lookahead path unless a conservative board-only segmental pass wins the current score-gain gates, while following up the new minsep4 + boardcands4 + top4 plateau after beam8 through beam4 all preserved the improved board_exact and false-change surface, beam3 still preserved board_exact but gave back some recall and false-change, and lowering only beam_size from 4 to 2 on the active beam4 surface to test whether the minsep4 improvement truly survives into a very narrow beam or finally breaks at beam2.
autoresearch/snapshots/20260419T010841Z_hybrid_lookahead_segmental_drop1_boardcands4_ratio95_props16_top4_detect10_minsep4_thresh3_total150_permove125_m9p8957061767578125_r0_beam1_v349.py	0.074556	0.757635	0.698238	0.296875	0.020699	keep	Hybrid decoder keeps the baseline lookahead path unless a conservative board-only segmental pass wins the current score-gain gates, while following up the new minsep4 + boardcands4 + top4 plateau after beam8 through beam4 all preserved the improved board_exact and false-change surface, beam3 and beam2 still preserved board_exact while giving back some secondary metrics, and lowering only beam_size from 2 to 1 on the active beam2 surface to test whether the minsep4 improvement truly survives at the narrowest beam or finally breaks at beam1.
autoresearch/snapshots/20260419T010952Z_hybrid_lookahead_segmental_drop1_boardcands3_ratio95_props16_top4_detect10_minsep4_thresh3_total150_permove125_m9p8957061767578125_r0_beam1_v350.py	0.074556	0.757635	0.698238	0.296875	0.020699	keep	Hybrid decoder keeps the baseline lookahead path unless a conservative board-only segmental pass wins the current score-gain gates, while following up the new minsep4 + boardcands4 + top4 plateau after beam8 through beam1 all preserved the improved board_exact surface, beam3 through beam1 gave back some secondary metrics, and narrowing only top_board_candidates from 4 to 3 on the active beam1 surface to test whether the max-width board search is causing that low-beam degradation or whether the beam1 branch still sits on the same broad board-width plateau.
autoresearch/snapshots/20260419T011038Z_hybrid_lookahead_segmental_drop1_boardcands3_ratio95_props16_top1_detect10_minsep4_thresh3_total150_permove125_m9p8957061767578125_r0_beam1_v351.py	0.074556	0.757635	0.698238	0.296875	0.020699	discard	Hybrid decoder keeps the baseline lookahead path unless a conservative board-only segmental pass wins the current score-gain gates, while following up the new minsep4 + beam1 surface after beam1 with boardcands3 matched the broader-board boardcands4 result exactly, and lowering only top_move_candidates from 4 to 1 on that active beam1 branch to test whether the low-beam secondary-metric drop is coming from unnecessary move-menu breadth or whether the old top-width plateau still survives even at beam1.
autoresearch/snapshots/20260419T011156Z_segmental_drop1_boardcands4_ratio95_props16_top4_detect10_minsep4_thresh3_m9p8957061767578125_r0_beam4_v349.py	0.055621	0.749109	0.704520	0.421875	0.034929	discard	Pure segmental decoder removes the hybrid lookahead-vs-segmental acceptance gate and runs the current best minsep4 + boardcands4 + top4 + beam4 segmental stack directly on every sequence to test whether the present 7.46% board-exact plateau is mainly caused by the hybrid gate rather than the segmental proposal surface itself.
autoresearch/snapshots/20260419T011231Z_hybrid_lookahead_segmental_drop1_boardcands4_ratio95_props16_top4_detect10_minsep4_thresh3_total150_permove150_m9p8957061767578125_r0_beam4_v350.py	0.074556	0.764405	0.723227	0.312500	0.019405	discard	Hybrid decoder keeps the baseline lookahead path unless a conservative board-only segmental pass wins the current score-gain gates, while following up the current beam4 minsep4 plateau after lower thresholds and pure segmental both reopened the false-change regime, and raising only the per-added-move score-gain gate from 125.0 to 150.0 on the active boardcands4 + top4 branch to test whether tighter acceptance can trim residual false positives without giving back the current board-exact plateau.
autoresearch/snapshots/20260419T011312Z_hybrid_lookahead_segmental_drop1_boardcands4_ratio95_props16_top4_detect10_minsep4_thresh4_total150_permove125_m9p8957061767578125_r0_beam4_v351.py	0.048521	0.759237	0.716436	0.328125	0.021992	discard	Hybrid decoder keeps the baseline lookahead path unless a conservative board-only segmental pass wins the current score-gain gates, while following up the current beam4 minsep4 plateau after lower thresholds and pure segmental both reopened the false-change regime, and raising only board_change_peak_threshold from 3/64 to 4/64 on the active boardcands4 + top4 branch to test whether slightly stricter board-change peak filtering trims residual false positives without giving back the current board-exact plateau.
autoresearch/snapshots/20260419T011352Z_hybrid_lookahead_segmental_drop1_boardcands2_ratio95_props16_top4_detect10_minsep4_thresh3_total150_permove125_m9p8957061767578125_r0_beam1_v352.py	0.074556	0.757635	0.698238	0.296875	0.020699	discard	Hybrid decoder keeps the baseline lookahead path unless a conservative board-only segmental pass wins the current score-gain gates, while following up the new minsep4 low-beam surface after beam1 with boardcands3 matched the broader-board boardcands4 result exactly and top1 also matched it exactly, and narrowing only top_board_candidates from that beam1 branch down to 2 to test whether the remaining low-beam secondary-metric drop starts only beyond the older boardcands2 surface or whether beam1 remains flat across the whole board-width range.
